CODIGO	EXTENSAO	CATEGORIA	NOME_CURTO	NOME_OFICIAL	VIGENTE_DESDE
7238		IRPF	Residentes no País - Atualização do Valor de Bens e Direitos no Exterior	IRPF - Residentes no País - Atualização do Valor de Bens e Direitos no Exterior	22/12/2023
7416		IRPF	Depósito Judicial	IRPF - Depósito Judicial	26/11/1998
7566		IRPF	Depósito Administrativo	IRPF - Depósito Administrativo	26/11/1998
8523		IRPF	Ganhos de Capital na Alienação de Bens e Direitos Localizados no Exterior	IRPF - Ganhos de Capital na Alienação de Bens e Direitos Localizados no Exterior	23/08/2000
8960		IRPF	Ganho de Capital na Alienação de Moeda Estrangeira Mantida em Espécie	IRPF - Ganho de Capital na Alienação de Moeda Estrangeira Mantida em Espécie	28/09/2001
0668		IPI	Bebidas	IPI - Bebidas	—
0676		IPI	Automóveis	IPI - Automóveis	—
0821		IPI	Tributação de Bebidas Frias - Cervejas	IPI - Tributação de Bebidas Frias - Cervejas	01/01/2009
0838		IPI	Tributação de Bebidas Frias - Demais Bebidas	IPI - Tributação de Bebidas Frias - Demais Bebidas	01/01/2009
0850		IPI	Vinculado Importação - Tributação de Bebidas Frias - Cervejas	IPI - Vinculado Importação - Tributação de Bebidas Frias - Cervejas	01/01/2009
0867		IPI	Vinculado Importação - Tributação de Bebidas Frias - Demais Bebidas	IPI - Vinculado Importação - Tributação de Bebidas Frias - Demais Bebidas	01/01/2009
1020		IPI	Cigarros Contendo Tabaco	IPI - Cigarros Contendo Tabaco	—
1038		IPI	Vinculado Importação	IPI - Vinculado Importação	—
1097		IPI	Maquinas, Aparelhos e Material de Transporte	IPI - Maquinas, Aparelhos e Material de Transporte	—
1318		IPI	Simples Nacional - Lançamento de Ofício	IPI - Simples Nacional - Lançamento de Ofício	12/08/2009
2401		IPI	Bebidas - Operações Intra Orçamentárias	IPI - Bebidas - Operações Intra Orçamentárias	17/03/2006
2410		IPI	outros - Operações Intra Orçamentárias	IPI - outros - Operações Intra Orçamentárias	17/03/2006
2428		IPI	Vinculado Importação - Operações Intra Orçamentárias	IPI - Vinculado Importação - Operações Intra Orçamentárias	17/03/2006
2945		IPI	Lançamento de Ofício	IPI - Lançamento de Ofício	—
3345		IPI	Vinculado Importação - Lançamento de Ofício	IPI - Vinculado Importação - Lançamento de Ofício	—
3589		IPI	Bebidas - Cobrança	IPI - Bebidas - Cobrança	—
3591		IPI	outros - Cobrança	IPI - outros - Cobrança	—
5042		IPI	Devolução de Crédito Negativo	IPI - Devolução de Crédito Negativo	16/11/2005
5110		IPI	Tabaco e seus Sucedâneos Manufaturados, Exceto Cigarros Contendo Tabaco	IPI - Tabaco e seus Sucedâneos Manufaturados, Exceto Cigarros Contendo Tabaco	25/11/2004
5123		IPI	Demais Produtos	IPI - Demais Produtos	25/11/2004
5503		IPI	Vinculado Importação Veículos	IPI - Vinculado Importação Veículos	01/01/1995
7389		IPI	Outros Depósito Judicial	IPI - Outros Depósito Judicial	26/11/1998
7391		IPI	Vinculado Importação Depósito Judicial	IPI - Vinculado Importação Depósito Judicial	26/11/1998
7540		IPI	Outros Depósito Administrativo	IPI - Outros Depósito Administrativo	26/11/1998
7553		IPI	Vinculado Importação Depósito Administrativo	IPI - Vinculado Importação Depósito Administrativo	26/11/1998
7606		IPI	Simples	IPI - Simples	01/01/1997
7743		IPI	Vinculado Importação Trans Navios	IPI - Vinculado Importação Trans Navios	26/11/1998
8957		IPI	Vinculado à Importação - Garantia Aduaneira Depósito Administrativo	IPI - Vinculado à Importação - Garantia Aduaneira Depósito Administrativo	28/09/2001
1150		IOF	Operações de Crédito - Pessoa Jurídica	IOF - Operações de Crédito - Pessoa Jurídica	—
2927		IOF	Contrato de Derivativos	IOF - Contrato de Derivativos	21/09/2011
2958		IOF	Lançamento de Ofício	IOF - Lançamento de Ofício	—
3467		IOF	Seguros	IOF - Seguros	—
3603		IOF	Cobrança	IOF - Cobrança	—
4028		IOF	Ouro Ativo Financeiro	IOF - Ouro Ativo Financeiro	—
4290		IOF	Operações Externas	IOF - Operações Externas	—
5220		IOF	Operações de Câmbio	IOF - Operações de Câmbio	01/01/1995
6518		IOF	Seguro - Prêmio Aportado em Plano de Seguro de Vida com Cobertura por Sobrevivên	IOF - Seguro - Prêmio Aportado em Plano de Seguro de Vida com Cobertura por Sobrevivência (VGBL)	09/06/2025
6854		IOF	Títulos ou Valores Mobiliários	IOF - Títulos ou Valores Mobiliários	08/01/1998
6895		IOF	Factoring (art. 58 Lei 9532/97)	IOF - Factoring (art. 58 Lei 9532/97)	22/01/1998
7444		IOF	Depósito Judicial	IOF - Depósito Judicial	26/11/1998
7619		IOF	Depósito Administrativo	IOF - Depósito Administrativo	26/11/1998
7893		IOF	Operações de Crédito - Pessoa Física	IOF - Operações de Crédito - Pessoa Física	01/01/1999
0086		II	Imposto Importação - outros	II - Imposto Importação - outros	—
0094		II	Imposto Importação - Bagagem Acompanhada	II - Imposto Importação - Bagagem Acompanhada	—
1587		II	Remessa Expressa	Imposto Importação - Remessa Expressa	01/04/2010
1593		II	Remessa Expressa - Lançamento de Ofício	Imposto Importação - Remessa Expressa - Lançamento de Ofício	05/04/2010
1962		II	Imposto Importação - Petróleo e Derivados	II - Imposto Importação - Petróleo e Derivados	—
2892		II	Imposto Importação - Lançamento de Ofício	II - Imposto Importação - Lançamento de Ofício	—
3231		II	Remessa Postal	Imposto Importação - Remessa Postal	21/09/2012
3254		II	Remessa Postal - Lançamento de Ofício	Imposto Importação - Remessa Postal - Lançamento de Ofício	21/09/2012
5516		II	Imposto Importação - Veículos	II - Imposto Importação - Veículos	01/01/1995
7363		II	Imposto Importação - Depósito Judicial	II - Imposto Importação - Depósito Judicial	26/11/1998
7538		II	Imposto Importação - Depósito Administrativo	II - Imposto Importação - Depósito Administrativo	26/11/1998
7730		II	Imposto Importação - Trans Navios	II - Imposto Importação - Trans Navios	26/11/1998
8944		II	Imposto Importação - Garantia Aduaneira/Depósito Administrativo	II - Imposto Importação - Garantia Aduaneira/Depósito Administrativo	28/09/2001
9064		II	Imposto Importação - Adicional	II - Imposto Importação - Adicional	—
0107		IE	Imposto Exportação - outros	IE - Imposto Exportação - outros	—
0298		IE	de Exportação-Lançamento de Ofício	Imposto de Exportação-Lançamento de Ofício	22/05/2007
1089		IE	Imposto Exportação - Cacau	IE - Imposto Exportação - Cacau	—
1070		ITR	Imposto sobre a Propriedade Territorial Rural	ITR - Imposto sobre a Propriedade Territorial Rural	14/07/1997
2050		ITR	Taxa de Cadastro Contribuições Área Rural	ITR - Taxa de Cadastro Contribuições Área Rural	—
2612		ITR	Operações Intra Orçamentárias	ITR - Operações Intra Orçamentárias	17/03/2006
7051		ITR	Lançamento de Ofício	ITR - Lançamento de Ofício	24/08/1998
7288		ITR	Parcelamento Lei 10.684/2003 - Exercício 1997 e Posteriores	ITR - Parcelamento Lei 10.684/2003 - Exercício 1997 e Posteriores	25/06/2003
7457		ITR	Depósito Judicial	ITR - Depósito Judicial	26/11/1998
7621		ITR	Depósito Administrativo	ITR - Depósito Administrativo	26/11/1998
9113		ITR	Parcelamento Alternativo Exercício 1996 e Anteriores	ITR - Parcelamento Alternativo Exercício 1996 e Anteriores	14/03/2000
9126		ITR	Parcelamento Alternativo Exercício 1997 e Posteriores	ITR - Parcelamento Alternativo Exercício 1997 e Posteriores	14/03/2000
0148		CIDE	Combustíveis - Importação - Lançamento de Ofício	Cide - Combustíveis - Importação - Lançamento de Ofício	31/08/2007
2369		CIDE	Sebrae/Apex/ABDI - Lançamento de Ofício	Cide - Sebrae/Apex/ABDI - Lançamento de Ofício	01/08/2011
2592		CIDE	Sebrae/Apex/ABDI - Depósito Judicial	Cide - Sebrae/Apex/ABDI - Depósito Judicial	01/08/2011
2842		CIDE	Sebrae/Apex/ABDI - Depósito Administrativo	Cide - Sebrae/Apex/ABDI - Depósito Administrativo	01/08/2011
8741		CIDE	Remessas ao Exterior - L. 10332/01	Cide - Remessas ao Exterior - L. 10332/01	18/01/2001
9303		CIDE	Remessa Exterior - Lei 10332/01 - Lançamento de Ofício	Cide - Remessa Exterior - Lei 10332/01 - Lançamento de Ofício	15/05/2002
9304		CIDE	Combustíveis - Lançamento de Ofício	Cide - Combustíveis - Lançamento de Ofício	15/05/2002
9331		CIDE	Combustíveis - Mercado Interno - Lei 10336/2001	Cide - Combustíveis - Mercado Interno - Lei 10336/2001	01/01/2002
9438		CIDE	Combustíveis - Importação - Lei 10.336/2001	Cide - Combustíveis - Importação - Lei 10.336/2001	27/12/2001
1661		CPSS	Servidor Civil Ativo	CPSS - Servidor Civil Ativo	11/08/2010
1684		CPSS	Servidor Civil Licenciado/Afastado	CPSS - Servidor Civil Licenciado/Afastado	11/08/2010
1700		CPSS	Servidor Civil Inativo	CPSS - Servidor Civil Inativo	11/08/2010
1717		CPSS	Pensionista Civil	CPSS - Pensionista Civil	11/08/2010
1723		CPSS	Servidor Civil Ativo - Precatório Judicial e Requisição de Pequeno Valor	CPSS - Servidor Civil Ativo - Precatório Judicial e Requisição de Pequeno Valor	11/08/2010
1730		CPSS	Servidor Civil Inativo - Precatório Judicial e Requisição de Pequeno Valor	CPSS - Servidor Civil Inativo - Precatório Judicial e Requisição de Pequeno Valor	11/08/2010
1752		CPSS	Pensionista - Precatório Judicial e Requisição de Pequeno Valor	CPSS - Pensionista - Precatório Judicial e Requisição de Pequeno Valor	11/08/2010
1769		CPSS	Patronal - Servidor Civil Ativo - Operação Intra-Orçamentária	CPSS - Patronal - Servidor Civil Ativo - Operação Intra-Orçamentária	11/08/2010
1781		CPSS	Patronal - Servidor Civil Licenciado/Afastado - Operação Intra-Orçamentária	CPSS - Patronal - Servidor Civil Licenciado/Afastado - Operação Intra-Orçamentária	11/08/2010
1814		CPSS	Patronal - Servidor no Exterior - Operação Intra-Orçamentária	CPSS - Patronal - Servidor no Exterior - Operação Intra-Orçamentária	11/08/2010
1837		CPSS	Patronal - Precatório Judicial e Requisição de Pequeno Valor - Operação Intra-Or	CPSS - Patronal - Precatório Judicial e Requisição de Pequeno Valor - Operação Intra-Orçamentária	11/08/2010
1850		CPSS	do Plano de Seguridade Social do Servidor Público - CPSS - Patronal - Lançamento	Contribuição do Plano de Seguridade Social do Servidor Público - CPSS - Patronal - Lançamento de Ofício	28/10/2010
1928		CPSS	do Plano de Seguridade Social do Servidor Público - CPSS - Não Patronal - Lançam	Contribuição do Plano de Seguridade Social do Servidor Público - CPSS - Não Patronal - Lançamento de Ofício	28/10/2010
3300		CPSS	Não Patronal - Depósito Judicial	CPSS - Não Patronal - Depósito Judicial	11/10/2012
3322		CPSS	Não Patronal - Depósito Administrativo	CPSS - Não Patronal - Depósito Administrativo	11/10/2012
5492		CPSS	CPSS/FCDF - Servidor Civil Ativo	CPSS/FCDF - Servidor Civil Ativo	14/09/2016
5502		CPSS	CPSS/FCDF - Servidor Civil Inativo/Pensionista	CPSS/FCDF - Servidor Civil Inativo/Pensionista	14/09/2016
5519		CPSS	CPSS/FCDF - Patronal	CPSS/FCDF - Patronal	14/09/2016
2164		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Salário Educação - Lançamento de Ofício	Contribuição Devida a Outras Entidades e Fundos - Salário Educação - Lançamento de Ofício	01/08/2011
2187		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Se	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Senar - Lançamento de Ofício	01/08/2011
2249		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Incra - Lançamento de Ofício	Contribuição Devida a Outras Entidades e Fundos - Incra - Lançamento de Ofício	01/08/2011
2255		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Fundo Aeroviário - Lançamento de Ofício	Contribuição Devida a Outras Entidades e Fundos - Fundo Aeroviário - Lançamento de Ofício	01/08/2011
2261		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissi	Contribuição Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissional Marítimo - FDEPM - Lançamento de Ofício	01/08/2011
2278		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transpo	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transporte - Senat - Lançamento de Ofício	01/08/2011
2290		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest - Lança	Contribuição Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest - Lançamento de Ofício	01/08/2011
2317		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial -Senai - Lançamento de Ofício	01/08/2011
2323		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi - Lançam	Contribuição Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi - Lançamento de Ofício	01/08/2011
2346		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial 	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial - Senac - Lançamento de Ofício	01/08/2011
2352		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social do Comercio - Sesc - Lançame	Contribuição Devida a Outras Entidades e Fundos - Serviço Social do Comercio - Sesc - Lançamento de Ofício	01/08/2011
2381		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Coopera	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Cooperativismo - Sescoop - Lançamento de Ofício	01/08/2011
2450		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Salário Educação - Depósito Judicial	Contribuição Devida a Outras Entidades e Fundos - Salário Educação - Depósito Judicial	01/08/2011
2466		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Se	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Senar - Depósito Judicial	01/08/2011
2472		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Instituto Nacional de Colonização e Reforma	Contribuição Devida a Outras Entidades e Fundos - Instituto Nacional de Colonização e Reforma Agrária - Incra - Depósito Judicial	01/08/2011
2489		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Fundo Aeroviário - Depósito Judicial	Contribuição Devida a Outras Entidades e Fundos - Fundo Aeroviário - Depósito Judicial	01/08/2011
2505		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissi	Contribuição Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissional Marítimo - FDEPM - Depósito Judicial	01/08/2011
2528		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transpo	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transporte - Senat - Depósito Judicial	01/08/2011
2534		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest - Depós	Contribuição Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest - Depósito Judicial	01/08/2011
2557		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial - Senai - Depósito Judicial	01/08/2011
2563		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi - Depósi	Contribuição Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi - Depósito Judicial	01/08/2011
2570		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial 	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial - Senac - Depósito Judicial	01/08/2011
2586		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social do Comércio - Sesc - Depósit	Contribuição Devida a Outras Entidades e Fundos - Serviço Social do Comércio - Sesc - Depósito Judicial	01/08/2011
2602		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Coopera	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Cooperativismo - Sescoop - Depósito Judicial	01/08/2011
2677		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Salário Educação - Depósito Administrativo	Contribuição Devida a Outras Entidades e Fundos - Salário Educação - Depósito Administrativo	01/08/2011
2683		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Se	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Rural - Senar - Depósito Administrativo	01/08/2011
2716		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Instituto Nacional de Colonização e Reforma	Contribuição Devida a Outras Entidades e Fundos - Instituto Nacional de Colonização e Reforma Agrária - Incra - Depósito Administrativo	01/08/2011
2722		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Fundo Aeroviário - Depósito Administrativo	Contribuição Devida a Outras Entidades e Fundos - Fundo Aeroviário - Depósito Administrativo	01/08/2011
2739		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissi	Contribuição Devida a Outras Entidades e Fundos - Fundo de Desenvolvimento do Ensino Profissional Marítimo - FDEPM - Depósito Administrativo	01/08/2011
2745		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transpo	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Transporte - Senat - Depósito Administrativo	01/08/2011
2774		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest - Depós	Contribuição Devida a Outras Entidades e Fundos - Serviço Social de Transporte - Sest - Depósito Administrativo	01/08/2011
2780		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Industrial - Senai - Depósito Administrativo	01/08/2011
2797		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi - Depósi	Contribuição Devida a Outras Entidades e Fundos - Serviço Social da Industria - Sesi - Depósito Administrativo	01/08/2011
2813		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial 	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem Comercial - Senac - Depósito Administrativo	01/08/2011
2820		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Social do Comercio - Sesc - Depósit	Contribuição Devida a Outras Entidades e Fundos - Serviço Social do Comercio - Sesc - Depósito Administrativo	01/08/2011
2859		OUTRAS_ENTIDADES	Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Coopera	Contribuição Devida a Outras Entidades e Fundos - Serviço Nacional de Aprendizagem do Cooperativismo - Sescoop - Depósito Administrativo	01/08/2011
6106		SIMPLES	Simples - Pagamento de Micro Empresa e Empresa de Pequeno Porte	Simples - Pagamento de Micro Empresa e Empresa de Pequeno Porte	01/01/1997
0285		PARCELAMENTO	Parcelamento para Ingresso no Simples Nacional	Parcelamento para Ingresso no Simples Nacional	02/07/2007
0353		PARCELAMENTO	Parcelamento Timemania	Parcelamento Timemania	31/08/2007
0520		PARCELAMENTO	Instituições de Ensino Superior - Lei nº 10.260/01	Parcelamento - Instituições de Ensino Superior - Lei nº 10.260/01	20/12/2007
0701		PARCELAMENTO	Art 1º da Medida Provisoria 303/2006 - Deposito Judicial	Parcelamento - Art 1º da Medida Provisoria 303/2006 - Deposito Judicial	17/03/2009
0830		PARCELAMENTO	art. 1º da Medida Provisória nº 303, de 29 de Junho de 2006 - Pessoa Jurídica Op	Parcelamento - art. 1º da Medida Provisória nº 303, de 29 de Junho de 2006 - Pessoa Jurídica Optante pelo Simples	25/07/2006
0842		PARCELAMENTO	art. 1º da Medida Provisória nº 303, de 29 de Junho de 2006 - Demais Pessoas Jur	Parcelamento - art. 1º da Medida Provisória nº 303, de 29 de Junho de 2006 - Demais Pessoas Jurídicas	25/07/2006
0873		PARCELAMENTO	Parcelamento para Ingresso no Simples Nacional - 2009	Parcelamento para Ingresso no Simples Nacional - 2009	01/01/2009
0941		PARCELAMENTO	Artigo 1º da Medida Provisoria nº 449, de 3 de dezembro de 2008	Pagamento/Parcelamento - Artigo 1º da Medida Provisoria nº 449, de 3 de dezembro de 2008	13/03/2009
0958		PARCELAMENTO	Art. 3º da MP 449, de 2008	Pagamento/Parcelamento - Art. 3º da MP 449, de 2008	13/03/2009
0987		PARCELAMENTO	Art. 2º da MP 449, de 2008	Pagamento/Parcelamento - Art. 2º da MP 449, de 2008	13/03/2009
1136		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Dívidas Nã	Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - art. 1º	12/08/2009
1165		PARCELAMENTO	nº 11.941/2009 - PGFN - Débitos Previdenciários - Parcelamento de Saldo Remanesc	Lei nº 11.941/2009 - PGFN - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - art. 3º	12/08/2009
1171		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Pagamento a Vista com Util	Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Pagamento a Vista com Utilizaçao de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para Liquidar Multa e Juros	12/08/2009
1188		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Demais Débitos - Pagamento a Vista com Utilização de	Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Pagamento a Vista com Utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para Liquidar Multa e Juros	12/08/2009
1194		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívidas Não Parcela	Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - art. 1º	12/08/2009
1204		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo Remanescente 	Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - art. 3º	12/08/2009
1210		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Parcelamento de Dívida Decorrente de Aproveitamento 	Lei nº 11.941, de 2009 - PGFN - Parcelamento de Dívida Decorrente de Aproveitamento Indevido de Créditos do IPI - art. 2º	12/08/2009
1233		PARCELAMENTO	nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Dívidas Não	Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - art. 1º	12/08/2009
1240		PARCELAMENTO	nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Saldo Reman	Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinarios - art. 3º	12/08/2009
1256		PARCELAMENTO	nº 11.941, de 2009 - RFB - Débitos Previdenciários - Pagamento a Vista com Utili	Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Pagamento a Vista com Utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para Liquidar Multa e Juros	12/08/2009
1262		PARCELAMENTO	nº 11.941, de 2009 - RFB - Demais Débitos - Pagamento a Vista com Utilização de 	Lei nº 11.941, de 2009 - RFB - Demais Débitos - Pagamento a Vista com Utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para Liquidar Multa e Juros	12/08/2009
1279		PARCELAMENTO	nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívidas Não Parcelad	Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - art. 1º	12/08/2009
1285		PARCELAMENTO	nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo Remanescente d	Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - art. 3º	12/08/2009
1291		PARCELAMENTO	nº 11.941, de 2009 - RFB - Parcelamento de Dívida Decorrente de Aproveitamento I	Lei nº 11.941, de 2009 - RFB - Parcelamento de Dívida Decorrente de Aproveitamento Indevido de Créditos do IPI - art. 2º	12/08/2009
1382		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Dívidas Nã	Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	28/05/2009
1399		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívidas Não Parcela	Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Dep Judicial	28/05/2009
1415		PARCELAMENTO	nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Dívidas Não	Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	28/05/2009
1421		PARCELAMENTO	nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívidas Não Parcelad	Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	28/05/2009
1444		PARCELAMENTO	MP 470/2009 - RFB	Pagamento/Parcelamento - MP 470/2009 - RFB	03/11/2009
1919		PARCELAMENTO	art. 9º da Medida Provisória nº 303, de 29 de Junho de 2006 - Pessoa Jurídica Op	Parcelamento - art. 9º da Medida Provisória nº 303, de 29 de Junho de 2006 - Pessoa Jurídica Optante pelo Simples	25/07/2006
1927		PARCELAMENTO	art. 8º da Medida Provisória nº 303, de 29 de Junho de 2006 - Pessoa Jurídica Op	Parcelamento - art. 8º da Medida Provisória nº 303, de 29 de Junho de 2006 - Pessoa Jurídica Optante pelo Simples	25/07/2006
3043		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Parcelamento de Dívida Decorrente de Aproveitamento 	Lei nº 11.941, de 2009 - PGFN - Parcelamento de Dívida Decorrente de Aproveitamento Indevido de Créditos do IPI - Art. 2º - Depósito Judicial	22/03/2012
3066		PARCELAMENTO	nº 11.941/2009 - PGFN - Débitos Previdenciários - Parcelamento de Saldo Remanesc	Lei nº 11.941/2009 - PGFN - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º - Depósito Judicial	22/03/2012
3089		PARCELAMENTO	nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo Remanescente 	Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º - Depósito Judicial	22/03/2012
