CODIGO	EXTENSAO	CATEGORIA	NOME_CURTO	NOME_OFICIAL	VIGENTE_DESDE
3095		PARCELAMENTO	nº 11.941, de 2009 - RFB - Parcelamento de Dívida Decorrente de Aproveitamento I	Lei nº 11.941, de 2009 - RFB - Parcelamento de Dívida Decorrente de Aproveitamento Indevido de Créditos do IPI - Art. 2º- Depósito Judicial	22/03/2012
3111		PARCELAMENTO	nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Saldo Reman	Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinarios - Art. 3º- Depósito Judicial	22/03/2012
3128		PARCELAMENTO	nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo Remanescente d	Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º- Depósito Judicial	22/03/2012
3780		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelament	Reabertura Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º	21/10/2013
3796		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelament	Reabertura Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º	21/10/2013
3812		PARCELAMENTO	Reabertura Lei nº 11.941/2009 - PGFN - Débitos Previdenciários - Pagamento à vis	Reabertura Lei nº 11.941/2009 - PGFN - Débitos Previdenciários - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para liquidar multa e juros	21/10/2013
3829		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Pagamento à vista co	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para liquidar multa e juros	21/10/2013
3835		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívi	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º	21/10/2013
3841		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Sald	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º	21/10/2013
3858		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Parcelamento Dívida Decorrente de Apr	Reabertura Lei nº 11.941, de 2009 - PGFN - Parcelamento Dívida Decorrente de Aproveitamento Indevido de Créditos de IPI - Art. 2º	21/10/2013
3870		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento	Reabertura Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º	21/10/2013
3887		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento	Reabertura Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º	21/10/2013
3903		PARCELAMENTO	Reabertura Lei nº 11.941/2009 - RFB - Débitos Previdenciários - Pagamento à vist	Reabertura Lei nº 11.941/2009 - RFB - Débitos Previdenciários - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para liquidar multa e juros	21/10/2013
3910		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Pagamento à vista com	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL para liquidar multa e juros	21/10/2013
3914		PARCELAMENTO	Imóveis Extinta RFFSA - SPU	Parcelamento - Imóveis Extinta RFFSA - SPU	—
3926		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívid	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º	21/10/2013
3932		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamentos Ordinários - Art. 3º	21/10/2013
3955		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Parcelamento Dívida Decorrente de Apro	Reabertura Lei nº 11.941, de 2009 - RFB - Parcelamento Dívida Decorrente de Aproveitamento Indevido de Créditos de IPI - Art. 2º	21/10/2013
4007		PARCELAMENTO	nº 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Instituições Financeiras e 	Lei nº 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Instituições Financeiras e Cia Seguradoras - Art. 39, Caput	21/10/2013
4013		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Instituições Financeiras e	Lei nº 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Instituições Financeiras e Cia Seguradoras - Art. 39, Caput	21/10/2013
4020		PARCELAMENTO	12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Art. 39, § 1º	Lei 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Art. 39, § 1º	21/10/2013
4042		PARCELAMENTO	12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Art. 39, § 1º	Lei 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Art. 39, § 1º	21/10/2013
4059		PARCELAMENTO	nº 12.865, de 2013 - RFB - Parcelamento IRPJ/CSLL - Art. 40	Lei nº 12.865, de 2013 - RFB - Parcelamento IRPJ/CSLL - Art. 40	21/10/2013
4065		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Parcelamento IRPJ/CSLL - Art. 40	Lei nº 12.865, de 2013 - PGFN - Parcelamento IRPJ/CSLL - Art. 40	21/10/2013
4071		PARCELAMENTO	nº 12.865, de 2013 - RFB - Pagamento à Vista - PIS/COFINS - Instituições Finance	Lei nº 12.865, de 2013 - RFB - Pagamento à Vista - PIS/COFINS - Instituições Financeiras e Cia Seguradoras - Art. 39, Caput	21/10/2013
4088		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Pagamento à Vista - PIS/COFINS - Instituições Financ	Lei nº 12.865, de 2013 - PGFN - Pagamento à Vista - PIS/COFINS - Instituições Financeiras e Cia Seguradoras - Art. 39, Caput	21/10/2013
4094		PARCELAMENTO	12.865, de 2013 - RFB - Pagamento à Vista - PIS/COFINS - Art. 39, § 1º	Lei 12.865, de 2013 - RFB - Pagamento à Vista - PIS/COFINS - Art. 39, § 1º	21/10/2013
4104		PARCELAMENTO	12.865, de 2013 - PGFN - Pagamento à Vista - PIS/COFINS - Art. 39, § 1º	Lei 12.865, de 2013 - PGFN - Pagamento à Vista - PIS/COFINS - Art. 39, § 1º	21/10/2013
4110		PARCELAMENTO	nº 12.865, de 2013 - RFB - Pagamento à Vista - IRPJ/CSLL - Art. 40	Lei nº 12.865, de 2013 - RFB - Pagamento à Vista - IRPJ/CSLL - Art. 40	21/10/2013
4127		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Pagamento à Vista - IRPJ/CSLL - Art. 40	Lei nº 12.865, de 2013 - PGFN - Pagamento à Vista - IRPJ/CSLL - Art. 40	21/10/2013
4396		PARCELAMENTO	Parcelamento de Arrematação - Primeira Parcela - Depósito Judicial	Parcelamento de Arrematação - Primeira Parcela - Depósito Judicial	30/12/2013
4412		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívi	Reabertura Lei nº 11.941, de 2009 - PGFN - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	19/02/2014
4429		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelament	Reabertura Lei nº 11.941, de 2009 - PGFN - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	19/02/2014
4435		PARCELAMENTO	Reabertura Lei 11941/09 - PGFN - Débitos Previdenciários - Parcelamento de Saldo	Reabertura Lei 11941/09 - PGFN - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamento Ordinário - Art. 3º - Depósito Judicial	19/02/2014
4464		PARCELAMENTO	Reabertura Lei nº 11941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo	Reabertura Lei nº 11941, de 2009 - PGFN - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamento Ordinário - Art. 3º - Depósito Judicial	19/02/2014
4470		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - PGFN - Parcelamento Dívida Decorrente de Apr	Reabertura Lei nº 11.941, de 2009 - PGFN - Parcelamento Dívida Decorrente de Aproveitamento Indevido de Créditos de IPI - Art. 2º - Depósito Judicial	19/02/2014
4487		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento	Reabertura Lei nº 11.941, de 2009 - RFB - Débitos Previdenciários - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	19/02/2014
4510		PARCELAMENTO	Reabertura Lei 11941/2009 - RFB - Débitos Previdenciários - Parcelamento de Sald	Reabertura Lei 11941/2009 - RFB - Débitos Previdenciários - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamento Ordinário - Art 3º - Depósito Judicial	19/02/2014
4526		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívid	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Dívidas Não Parceladas Anteriormente - Art. 1º - Depósito Judicial	19/02/2014
4532		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo	Reabertura Lei nº 11.941, de 2009 - RFB - Demais Débitos - Parcelamento de Saldo Remanescente dos Programas Refis, Paes, Paex e Parcelamento Ordinário - Art. 3º - Depósito Judicial	19/02/2014
4549		PARCELAMENTO	Reabertura Lei nº 11.941, de 2009 - RFB - Parcelamento Dívida Decorrente de Apro	Reabertura Lei nº 11.941, de 2009 - RFB - Parcelamento Dívida Decorrente de Aproveitamento Indevido de Créditos de IPI - Art. 2º - Depósito Judicial	19/02/2014
4617		PARCELAMENTO	nº 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Instituições Financeiras e 	Lei nº 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Instituições Financeiras e Cia Seguradoras - Art. 39, Caput - Depósito Judicial	19/02/2014
4623		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Instituições Financeiras e	Lei nº 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Instituições Financeiras e Cia Seguradoras - Art. 39, Caput - Depósito Judicial	19/02/2014
4646		PARCELAMENTO	nº 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Art. 39, § 1º - Depósito Ju	Lei nº 12.865, de 2013 - RFB - Parcelamento PIS/COFINS - Art. 39, § 1º - Depósito Judicial	19/02/2014
4652		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Art. 39, § 1º - Depósito J	Lei nº 12.865, de 2013 - PGFN - Parcelamento PIS/COFINS - Art. 39, § 1º - Depósito Judicial	19/02/2014
4675		PARCELAMENTO	nº 12.865, de 2013 - RFB - Parcelamento IRPJ/CSLL - Art. 40 - Depósito Judicial	Lei nº 12.865, de 2013 - RFB - Parcelamento IRPJ/CSLL - Art. 40 - Depósito Judicial	19/02/2014
4681		PARCELAMENTO	nº 12.865, de 2013 - PGFN - Parcelamento IRPJ/CSLL - Art. 40 - Depósito Judicial	Lei nº 12.865, de 2013 - PGFN - Parcelamento IRPJ/CSLL - Art. 40 - Depósito Judicial	19/02/2014
4720		PARCELAMENTO	nº 12.996, de 2014 - PGFN - Débitos Previdenciários - Parcelamento	Lei nº 12.996, de 2014 - PGFN - Débitos Previdenciários - Parcelamento	25/07/2014
4737		PARCELAMENTO	nº 12.996, de 2014 - PGFN - Demais Débitos - Parcelamento	Lei nº 12.996, de 2014 - PGFN - Demais Débitos - Parcelamento	25/07/2014
4743		PARCELAMENTO	nº 12.996, de 2014 - RFB - Débitos Previdenciários - Parcelamento	Lei nº 12.996, de 2014 - RFB - Débitos Previdenciários - Parcelamento	25/07/2014
4750		PARCELAMENTO	nº 12.996, de 2014 - RFB - Demais Débitos - Parcelamento	Lei nº 12.996, de 2014 - RFB - Demais Débitos - Parcelamento	25/07/2014
4766		PARCELAMENTO	nº 12.996, de 2014 - PGFN - Débitos Previdenciários - Pagamento à vista com util	Lei nº 12.996, de 2014 - PGFN - Débitos Previdenciários - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL	25/07/2014
4772		PARCELAMENTO	nº 12.996, de 2014 - PGFN - Demais Débitos - Pagamento à vista com utilização de	Lei nº 12.996, de 2014 - PGFN - Demais Débitos - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL	25/07/2014
4789		PARCELAMENTO	nº 12.996, de 2014 - RFB - Débitos Previdenciários - Pagamento à vista com utili	Lei nº 12.996, de 2014 - RFB - Débitos Previdenciários - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL	25/07/2014
4795		PARCELAMENTO	nº 12.996, de 2014 - RFB - Demais Débitos - Pagamento à vista com utilização de 	Lei nº 12.996, de 2014 - RFB - Demais Débitos - Pagamento à vista com utilização de Prejuízo Fiscal e Base de Cálculo Negativa da CSLL	25/07/2014
4892		PARCELAMENTO	nº 12.996, de 2014 - PGFN - Débitos Previdenciários - Parcelamento - Depósito Ju	Lei nº 12.996, de 2014 - PGFN - Débitos Previdenciários - Parcelamento - Depósito Judicial	11/11/2014
4902		PARCELAMENTO	nº 12.996, de 2014 - PGFN - Demais Débitos - Parcelamento - Depósito Judicial	Lei nº 12.996, de 2014 - PGFN - Demais Débitos - Parcelamento - Depósito Judicial	11/11/2014
4919		PARCELAMENTO	nº 12.996, de 2014 - RFB - Débitos Previdenciários - Parcelamento - Depósito Jud	Lei nº 12.996, de 2014 - RFB - Débitos Previdenciários - Parcelamento - Depósito Judicial	11/11/2014
4931		PARCELAMENTO	nº 12.996, de 2014 - RFB - Demais Débitos - Parcelamento - Depósito Judicial	Lei nº 12.996, de 2014 - RFB - Demais Débitos - Parcelamento - Depósito Judicial	11/11/2014
4983		PARCELAMENTO	IRPJ/CSLL - Ganho de Capital - RFB	Parcelamento - IRPJ/CSLL - Ganho de Capital - RFB	18/11/2014
4990		PARCELAMENTO	IRPJ/CSLL - Ganho de Capital - PGFN	Parcelamento - IRPJ/CSLL - Ganho de Capital - PGFN	18/11/2014
5064		PARCELAMENTO	Parcelamento Programa de Modernização da Gestão e de Responsabilidade Fiscal do 	Parcelamento Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro (Profut) - Demais Débitos - RFB	22/05/2015
5087		PARCELAMENTO	Parcelamento Programa de Modernização da Gestão e de Responsabilidade Fiscal do 	Parcelamento Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro (Profut) - Demais Débitos - PGFN	22/05/2015
5879		PARCELAMENTO	Transação por Adesão no Contencioso Tributário de Pequeno Valor - Demais Débitos	Transação por Adesão no Contencioso Tributário de Pequeno Valor - Demais Débitos	03/09/2020
5885		PARCELAMENTO	Transação por Adesão no Contencioso Tributário de Pequeno Valor - Débitos Previd	Transação por Adesão no Contencioso Tributário de Pequeno Valor - Débitos Previdenciários	03/09/2020
5897		PARCELAMENTO	Parcelamento Pessoa Física - Simples	Parcelamento Pessoa Física - Simples	01/01/1997
5909		PARCELAMENTO	Parcelamento Pessoa Jurídica - Simples	Parcelamento Pessoa Jurídica - Simples	01/01/1997
5947		PARCELAMENTO	Recuperação Judicial - Débitos não Previdenciários Recolhíveis Originalmente em 	Parcelamento - Recuperação Judicial - Débitos não Previdenciários Recolhíveis Originalmente em Darf - Até 120 Parcelas ou até 84 Parcelas com Utilização de PF e BCN da CSLL	26/03/2021
5976		PARCELAMENTO	Recuperação Judicial - Tributos Retidos/Descontados Recolhíveis Originalmente em	Parcelamento - Recuperação Judicial - Tributos Retidos/Descontados Recolhíveis Originalmente em Darf (IOF, IRRF, Contribuição Previdenciária) - Até 24 parcelas	26/03/2021
5982		PARCELAMENTO	Recuperação Judicial - Débitos Patronais Recolhíveis Originalmente em Darf (Prev	Parcelamento - Recuperação Judicial - Débitos Patronais Recolhíveis Originalmente em Darf (Previdenciário e Contribuição Devida por Lei a Terceiros) - Até 60 Parcelas	26/03/2021
6005		PARCELAMENTO	Recuperação Judicial - Débitos Patronais Recolhíveis Originalmente em GPS (Previ	Parcelamento - Recuperação Judicial - Débitos Patronais Recolhíveis Originalmente em GPS (Previdenciário e Contribuição Devida por Lei a Terceiros) - Até 60 Parcelas	26/03/2021
6011		PARCELAMENTO	Recuperação Judicial - Débitos Retidos/Descontados Recolhíveis Originalmente em 	Parcelamento - Recuperação Judicial - Débitos Retidos/Descontados Recolhíveis Originalmente em GPS (Contribuição Previdenciária) - Até 24 parcelas	26/03/2021
6028		PARCELAMENTO	Transação por Adesão no Contencioso Tributário de Relevante e Disseminada Contro	Transação por Adesão no Contencioso Tributário de Relevante e Disseminada Controvérsia Jurídica	18/05/2021
6034		PARCELAMENTO	Reabertura da Transação por Adesão no Contencioso Tributário de Pequeno Valor - 	Reabertura da Transação por Adesão no Contencioso Tributário de Pequeno Valor - Demais Débitos	01/07/2021
6063		PARCELAMENTO	Parcelamento Constitucional Excepcional dos Débitos Decorrentes de Contribuições	Parcelamento Constitucional Excepcional dos Débitos Decorrentes de Contribuições Previdenciárias dos Municípios	04/03/2022
6070		PARCELAMENTO	Parcelamento Parametrizado em Contingência - Débitos Previdenciários	Parcelamento Parametrizado em Contingência - Débitos Previdenciários	10/12/2021
6102		PARCELAMENTO	Programa de Redução de Litigiosidade Fiscal (PRLF)	Transação - Programa de Redução de Litigiosidade Fiscal (PRLF)	30/01/2023
6268		PARCELAMENTO	Programa Litígio Zero 2024 - Débitos Previdenciários	Transação - Programa Litígio Zero 2024 - Débitos Previdenciários	28/03/2024
6274		PARCELAMENTO	Programa Litígio Zero 2024 - Demais Débitos	Transação - Programa Litígio Zero 2024 - Demais Débitos	28/03/2024
6280		PARCELAMENTO	Parcelamento de Débitos Instituídos pelo Art. 14 da Lei nº 14.789, de 2023	Parcelamento de Débitos Instituídos pelo Art. 14 da Lei nº 14.789, de 2023	03/04/2024
6307		PARCELAMENTO	Débitos Tributários - Voto de Qualidade do Conselho Administrativo de Recursos F	Parcelamento - Débitos Tributários - Voto de Qualidade do Conselho Administrativo de Recursos Fiscais (Carf)	12/04/2024
6320		PARCELAMENTO	Transação por Adesão no Contencioso Tributário de Relevante e Disseminada Contro	Transação por Adesão no Contencioso Tributário de Relevante e Disseminada Controvérsia Jurídica - Subvenção	22/04/2024
6359		PARCELAMENTO	Parcelamento e/ou Transação Parametrizado(a) de Débitos em Contingência - Consol	Parcelamento e/ou Transação Parametrizado(a) de Débitos em Contingência - Consolidação	10/05/2024
6648		PARCELAMENTO	Parcelamento Lei 10.684/03 (Paes) - Depósito Judicial	Parcelamento Lei 10.684/03 (Paes) - Depósito Judicial	27/07/2004
7042		PARCELAMENTO	Parcelamento Lei 10.684/03 - Pessoa Física	Parcelamento Lei 10.684/03 - Pessoa Física	13/06/2003
7093		PARCELAMENTO	Parcelamento Lei 10.684/03 - Micro Empresa	Parcelamento Lei 10.684/03 - Micro Empresa	13/06/2003
7114		PARCELAMENTO	Parcelamento Lei 10.684/03 - Empresa Pequeno Porte	Parcelamento Lei 10.684/03 - Empresa Pequeno Porte	13/06/2003
7122		PARCELAMENTO	Parcelamento Lei 10.684/03 - Demais Pessoas Jurídicas	Parcelamento Lei 10.684/03 - Demais Pessoas Jurídicas	13/06/2003
7659		PARCELAMENTO	Simples Federal	Parcelamento - Simples Federal	22/11/2002
8658		PARCELAMENTO	Refis/Simples - Parcelamento Especial (MP 2061/00, artigo 2)	Refis/Simples - Parcelamento Especial (MP 2061/00, artigo 2)	08/11/2000
8811		PARCELAMENTO	Refis - Depósito Judicial	Refis - Depósito Judicial	16/07/2002
9100		PARCELAMENTO	Refis - Parcelamento Vinculado Receita Bruta	Refis - Parcelamento Vinculado Receita Bruta	02/02/2000
9222		PARCELAMENTO	Refis - Parcelamento Alternativo	Refis - Parcelamento Alternativo	02/02/2000
0176		DIVIDA_ATIVA	Parcelamento Timemania - Clubes de Futebol	R D Ativa - Parcelamento Timemania - Clubes de Futebol	27/09/2007
0400		DIVIDA_ATIVA	Parcelamento para Ingresso no Simples Nacional	R D Ativa - Parcelamento para Ingresso no Simples Nacional	06/07/2007
0445		DIVIDA_ATIVA	Funcafé - Leilão	R D Ativa - Funcafé - Leilão	14/02/2008
0457		DIVIDA_ATIVA	Contribuição Açúcar e Álcool	Receita Dívida Ativa - Contribuição Açúcar e Álcool	—
0536		DIVIDA_ATIVA	Parcelamento - Instituições de Ensino Superior - Lei nº 10.260/01	R D Ativa - Parcelamento - Instituições de Ensino Superior - Lei nº 10.260/01	20/12/2007
0685		DIVIDA_ATIVA	Multa do Regime Disciplinar Aplicada a Rede Arrecadadora de Receitas Federais	R D Ativa - Multa do Regime Disciplinar Aplicada a Rede Arrecadadora de Receitas Federais	23/10/2008
0761		DIVIDA_ATIVA	Regime Especial de Tributação do Patrimônio de Afetação	Receita da Dívida Ativa - Regime Especial de Tributação do Patrimônio de Afetação	31/08/2006
0810		DIVIDA_ATIVA	PIS	Receita Dívida Ativa - PIS	—
0836		DIVIDA_ATIVA	Pasep	Receita Dívida Ativa - Pasep	—
0879		DIVIDA_ATIVA	Multa Isolada - CSIRF (art. 43 da Lei nº 9.430 de 1996)	R D Ativa - Multa Isolada - CSIRF (art. 43 da Lei nº 9.430 de 1996)	15/05/2006
0883		DIVIDA_ATIVA	Juros Isolados - CSIRF (art. 43 da Lei nº 9.430 de 1996)	R D Ativa - Juros Isolados - CSIRF (art. 43 da Lei nº 9.430 de 1996)	15/05/2006
0896		DIVIDA_ATIVA	Cofins - Retenção na Fonte	R D Ativa - Cofins - Retenção na Fonte	15/05/2006
0949		DIVIDA_ATIVA	PIS - Retenção na Fonte	R D Ativa - PIS - Retenção na Fonte	15/05/2006
0970		DIVIDA_ATIVA	Parcelamento para Ingresso no Simples Nacional - 2009	R D Ativa - Parcelamento para Ingresso no Simples Nacional - 2009	01/01/2009
0992		DIVIDA_ATIVA	CSLL - Retenção na Fonte	R D Ativa - CSLL - Retenção na Fonte	15/05/2006
1039		DIVIDA_ATIVA	Recuperação de Recursos - Finor	R D Ativa - Recuperação de Recursos - Finor	25/05/2009
1045		DIVIDA_ATIVA	Recuperação de Recursos - Finam	R D Ativa - Recuperação de Recursos - Finam	25/05/2009
1065		DIVIDA_ATIVA	Produtos - Retido por Órgão Público	R D Ativa - Produtos - Retido por Órgão Público	15/05/2006
1118		DIVIDA_ATIVA	Medicamentos Adquiridos do Distribuidor ou Varejista - Retido por Órgão Público	R D Ativa - Medicamentos Adquiridos do Distribuidor ou Varejista - Retido por Órgão Público	15/05/2006
1134		DIVIDA_ATIVA	Finsocial	Receita Dívida Ativa - Finsocial	—
1142		DIVIDA_ATIVA	IOF	Receita Dívida Ativa - IOF	—
1174		DIVIDA_ATIVA	Pneus e Câmaras-de-Ar de Borracha Adquiridos de Fabricante ou de Importador - Re	R D Ativa - Pneus e Câmaras-de-Ar de Borracha Adquiridos de Fabricante ou de Importador - Retido por Órgão Público	15/05/2006
1214		DIVIDA_ATIVA	Máquinas, Tratores, Veículos para Transporte de Passageiros, de Mercadorias, de 	R D Ativa - Máquinas, Tratores, Veículos para Transporte de Passageiros, de Mercadorias, de Usos Especiais e Chassis com Motores para Veículos Automóveis - Retido por Órgão Público	15/05/2006
1230		DIVIDA_ATIVA	Querosene de Aviação Adquirido de Produtor ou Importador - Retido por Órgão Públ	R D Ativa - Querosene de Aviação Adquirido de Produtor ou Importador - Retido por Órgão Público	15/05/2006
1460		DIVIDA_ATIVA	Álcool Carb Adquir Distribuidor - Retido por Órgão Público	R D Ativa - Álcool Carb Adquir Distribuidor - Retido por Órgão Público	15/05/2006
1480		DIVIDA_ATIVA	Pagamento/Parcelamento - MP 470/2009 - PGFN	Receita Dívida Ativa - Pagamento/Parcelamento - MP 470/2009 - PGFN	03/11/2009
1513		DIVIDA_ATIVA	Custas Judiciais	Receita Dívida Ativa - Custas Judiciais	—
1529		DIVIDA_ATIVA	Fundo de Terras e da Reforma Agrária	R D Ativa - Fundo de Terras e da Reforma Agrária	01/04/2010
1535		DIVIDA_ATIVA	Funcafé - Dação em Pagamento	R D Ativa - Funcafé - Dação em Pagamento	01/04/2010
1539		DIVIDA_ATIVA	Gasol/Diesel/Gás Liquefeito Petróleo e Álcool No Varejo - Retido por Órgão Públi	R D Ativa - Gasol/Diesel/Gás Liquefeito Petróleo e Álcool No Varejo - Retido por Órgão Público	15/05/2006
1570		DIVIDA_ATIVA	Medicamentos Adquiridos do Industrial ou Importador - Retido por Órgão Público	R D Ativa - Medicamentos Adquiridos do Industrial ou Importador - Retido por Órgão Público	15/05/2006
1582		DIVIDA_ATIVA	Transporte de Passageiros - Retenção em Pagamento por Órgão Público	R D Ativa - Transporte de Passageiros - Retenção em Pagamento por Órgão Público	15/05/2006
1595		DIVIDA_ATIVA	Transporte Internacional de Passageiros Empresas Nacionais - Retido por Órgão Pú	R D Ativa - Transporte Internacional de Passageiros Empresas Nacionais - Retido por Órgão Público	15/05/2006
1689		DIVIDA_ATIVA	Bens ou Serviços Adquiridos de Sociedades Cooperativas e Associações Profissiona	R D Ativa - Bens ou Serviços Adquiridos de Sociedades Cooperativas e Associações Profissionais ou Assemelhadas - Retido por Órgão Público	15/05/2006
1691		DIVIDA_ATIVA	Financeiras - Retenção em Pagamento por Órgão Público	R D Ativa - Financeiras - Retenção em Pagamento por Órgão Público	15/05/2006
1703		DIVIDA_ATIVA	Serviços - Retenção em Pagamento por Órgão Público	R D Ativa - Serviços - Retenção em Pagamento por Órgão Público	15/05/2006
1729		DIVIDA_ATIVA	Combustível - Retenção em Pagamento por Órgão Público	R D Ativa - Combustível - Retenção em Pagamento por Órgão Público	15/05/2006
1731		DIVIDA_ATIVA	Retenção na Fonte de Contribuições sobre Pagamentos dos Estados, DF e Municípios	R D Ativa - Retenção na Fonte de Contribuições sobre Pagamentos dos Estados, DF e Municípios pela Aquisição de Bens e Serviços - CSLL, Cofins e PIS	15/05/2006
1772		DIVIDA_ATIVA	Retenção na Fonte de Contribuições sobre Pagamentos de Pessoa Jurídica a outra P	R D Ativa - Retenção na Fonte de Contribuições sobre Pagamentos de Pessoa Jurídica a outra Pessoa Jurídica de Direito Privado - CSLL, Cofins e PIS	15/05/2006
1804		DIVIDA_ATIVA	CSLL	Receita Dívida Ativa - CSLL	—
